"country","continent","year","lifeExp","pop","gdpPercap"
"Burkina Faso","Africa",1957,34.906,4713416,617.1834648
"Bosnia and Herzegovina","Europe",1952,53.82,2791000,973.5331948
"Tanzania","Africa",1967,45.757,12607312,848.2186575
"Ethiopia","Africa",1962,40.059,25145372,419.4564161
"Oman","Asia",1952,37.578,507833,1828.230307
"Guinea","Africa",1972,38.842,3811387,741.6662307
"Togo","Africa",1957,41.208,1357445,925.9083202
"Tanzania","Africa",1987,51.535,23040630,831.8220794
"Eritrea","Africa",1972,44.142,2260187,514.3242082
"Cuba","Americas",1982,73.717,9789224,7316.918107
"Austria","Europe",1992,76.04,7914969,27042.01868
"Nicaragua","Americas",1962,48.632,1590597,3634.364406
"Brazil","Americas",1962,55.665,76039390,3336.585802
"Romania","Europe",1952,61.05,16630000,3144.613186
"West Bank and Gaza","Asia",1977,60.765,1261091,3682.831494
"Greece","Europe",1972,72.34,8888628,12724.82957
"Sao Tome and Principe","Africa",1987,61.728,110812,1516.525457
"Angola","Africa",1952,30.015,4232095,3520.610273
"Trinidad and Tobago","Americas",1962,64.9,887498,4997.523971
"Haiti","Americas",1957,40.696,3507701,1726.887882
"Argentina","Americas",1967,65.634,22934225,8052.953021
"Bangladesh","Asia",1967,43.453,62821884,721.1860862
"Cote d'Ivoire","Africa",1957,42.469,3300000,1500.895925
"Iraq","Asia",1977,60.413,11882916,14688.23507
"Namibia","Africa",1977,56.437,977026,3876.485958
"Ireland","Europe",1992,75.467,3557761,17558.81555
"Montenegro","Europe",1987,74.865,569473,11732.51017
"Mali","Africa",2007,54.467,12031795,1042.581557
"Trinidad and Tobago","Americas",1967,65.4,960155,5621.368472
"Egypt","Africa",1992,63.674,59402198,3794.755195
"Saudi Arabia","Asia",1957,42.868,4419650,8157.591248
"China","Asia",2007,72.961,1318683096,4959.114854
"Sri Lanka","Asia",2002,70.815,19576783,3015.378833
"Slovak Republic","Europe",1972,70.35,4593433,9674.167626
"Kuwait","Asia",1972,67.712,841934,109347.867
"Egypt","Africa",1997,67.217,66134291,4173.181797
"Venezuela","Americas",1957,57.907,6702668,9802.466526
"Brazil","Americas",1957,53.285,65551171,2487.365989
"Peru","Americas",1972,55.448,13954700,5937.827283
"Tanzania","Africa",1977,49.919,17129565,962.4922932
"Swaziland","Africa",1967,46.633,420690,2613.101665
"Mali","Africa",1952,33.685,3838168,452.3369807
"Cote d'Ivoire","Africa",1997,47.991,14625967,1786.265407
"Brazil","Americas",1982,63.336,128962939,7030.835878
"Guinea","Africa",2002,53.676,8807818,945.5835837
"Finland","Europe",1952,66.55,4090500,6424.519071
"Slovenia","Europe",2002,76.66,2011497,20660.01936
"Panama","Americas",1967,64.071,1405486,4421.009084
"Bangladesh","Asia",1952,37.484,46886859,684.2441716
"Morocco","Africa",1957,45.423,11406350,1642.002314
"Taiwan","Asia",1997,75.25,21628605,20206.82098
"Jordan","Asia",1962,48.126,933559,2348.009158
"Pakistan","Asia",1962,47.67,53100671,803.3427418
"Romania","Europe",1967,66.8,19284814,6470.866545
"Guatemala","Americas",2007,70.259,12572928,5186.050003
"Hungary","Europe",2002,72.59,10083313,14843.93556
"Panama","Americas",1962,61.817,1215725,3536.540301
"Togo","Africa",2002,57.561,4977378,886.2205765
"Philippines","Asia",1967,56.393,35356600,1814.12743
"Indonesia","Asia",1962,42.518,99028000,849.2897701
"Madagascar","Africa",1977,46.881,8007166,1544.228586
"Congo, Rep.","Africa",1952,42.111,854885,2125.621418
"Comoros","Africa",1962,44.467,191689,1406.648278
"Venezuela","Americas",1992,71.15,20265563,10733.92631
"Sierra Leone","Africa",1987,40.006,3868905,1294.447788
"Panama","Americas",1992,72.462,2484997,6618.74305
"Ethiopia","Africa",1997,49.402,59861301,515.8894013
"Peru","Americas",2007,71.421,28674757,7408.905561
"Indonesia","Asia",1997,66.041,199278000,3119.335603
"Namibia","Africa",1957,45.226,548080,2621.448058
"Equatorial Guinea","Africa",1962,37.485,249220,582.8419714
"Congo, Rep.","Africa",2007,55.322,3800610,3632.557798
"Israel","Asia",1987,75.6,4203148,17122.47986
"Cambodia","Asia",1982,50.957,7272485,624.4754784
"Pakistan","Asia",1967,49.8,60641899,942.4082588
"Tunisia","Africa",1987,66.894,7724976,3810.419296
"Ecuador","Americas",1967,56.678,5432424,4579.074215
"Chile","Americas",1992,74.126,13572994,7596.125964
"Vietnam","Asia",1962,45.363,33796140,772.0491602
"Mali","Africa",1987,46.364,7634008,684.1715576
"Ghana","Africa",2002,58.453,20550751,1111.984578
"Morocco","Africa",1997,67.66,28529501,2982.101858
"Sweden","Europe",2002,80.04,8954175,29341.63093
"Spain","Europe",2007,80.941,40448191,28821.0637
"Benin","Africa",1972,47.014,2761407,1085.796879
"Costa Rica","Americas",1972,67.849,1834796,5118.146939
"Portugal","Europe",1962,64.39,9019800,4727.954889
"Netherlands","Europe",1997,78.03,15604464,30246.13063
"Egypt","Africa",1962,46.992,28173309,1693.335853
"Mexico","Americas",1977,65.032,63759976,7674.929108
"Tanzania","Africa",2007,52.517,38139640,1107.482182
"Jordan","Asia",1987,65.869,2820042,4448.679912
"Hong Kong, China","Asia",1982,75.45,5264500,14560.53051
"Mozambique","Africa",1997,46.344,16603334,472.3460771
"Sao Tome and Principe","Africa",1982,60.351,98593,1890.218117
"Guinea","Africa",1962,35.753,3140003,686.3736739
"Jordan","Asia",1977,61.134,1937652,2852.351568
"Swaziland","Africa",1972,49.552,480105,3364.836625
"Korea, Rep.","Asia",1962,55.292,26420307,1536.344387
"Colombia","Americas",1992,68.421,34202721,5444.648617
"Montenegro","Europe",1972,70.636,527678,7778.414017
"China","Asia",1992,68.69,1164970000,1655.784158
"Djibouti","Africa",1967,42.074,127617,3020.050513
"Lesotho","Africa",1972,49.767,1116779,496.5815922
"Sao Tome and Principe","Africa",1967,54.425,70787,1384.840593
"United Kingdom","Europe",1977,72.76,56179000,17428.74846
"Philippines","Asia",1952,47.752,22438691,1272.880995
"Lesotho","Africa",2002,44.593,2046772,1275.184575
"Dominican Republic","Americas",1982,63.727,5968349,2861.092386
"Spain","Europe",1987,76.9,38880702,15764.98313
"Myanmar","Asia",1997,60.328,43247867,415
"Belgium","Europe",1952,68,8730405,8343.105127
"Nepal","Asia",2002,61.34,25873917,1057.206311
"Sri Lanka","Asia",1972,65.042,13016733,1213.39553
"Equatorial Guinea","Africa",1977,42.024,192675,958.5668124
"Bulgaria","Europe",1992,71.19,8658506,6302.623438
"Sao Tome and Principe","Africa",1972,56.48,76595,1532.985254
"Germany","Europe",1952,67.5,69145952,7144.114393
"Honduras","Americas",2007,70.198,7483763,3548.330846
"Congo, Dem. Rep.","Africa",1992,45.548,41672143,457.7191807
"Poland","Europe",1987,70.98,37740710,9082.351172
"Italy","Europe",1977,73.48,56059245,14255.98475
"Peru","Americas",1952,43.902,8025700,3758.523437
"Korea, Rep.","Asia",1972,62.612,33505000,3030.87665
"Libya","Africa",1952,42.723,1019729,2387.54806
"Guatemala","Americas",1992,63.373,8486949,4439.45084
"Trinidad and Tobago","Americas",1952,59.1,662850,3023.271928
"Italy","Europe",1952,65.94,47666000,4931.404155
"Italy","Europe",1992,77.44,56840847,22013.64486
"Namibia","Africa",2002,51.479,1972153,4072.324751
"Liberia","Africa",1962,40.502,1112796,634.1951625
"Philippines","Asia",1957,51.334,26072194,1547.944844
"Sudan","Africa",1972,45.083,14597019,1659.652775
"Israel","Asia",1977,73.06,3495918,13306.61921
"Burkina Faso","Africa",1977,46.137,5889574,743.3870368
"Kuwait","Asia",1977,69.343,1140357,59265.47714
"Lebanon","Asia",1962,62.094,1886848,5714.560611
"Togo","Africa",1977,52.887,2308582,1532.776998
"Hong Kong, China","Asia",1992,77.601,5829696,24757.60301
"Montenegro","Europe",1962,63.728,474528,4649.593785
"Albania","Europe",2007,76.423,3600523,5937.029526
"Somalia","Africa",2007,48.159,9118773,926.1410683
"Pakistan","Asia",1987,58.245,105186881,1704.686583
"Bosnia and Herzegovina","Europe",1997,73.244,3607000,4766.355904
"Comoros","Africa",1952,40.715,153936,1102.990936
"Bolivia","Americas",1957,41.89,3211738,2127.686326
"Montenegro","Europe",2007,74.543,684736,9253.896111
"United States","Americas",1977,73.38,220239000,24072.63213
"Pakistan","Asia",1972,51.929,69325921,1049.938981
"Vietnam","Asia",1987,62.82,62826491,820.7994449
"Chile","Americas",2002,77.86,15497046,10778.78385
"Iraq","Asia",1992,59.461,17861905,3745.640687
"Tanzania","Africa",1997,48.466,30686889,789.1862231
"Denmark","Europe",1957,71.81,4487831,11099.65935
"Guinea","Africa",1997,51.455,8048834,869.4497668
"Comoros","Africa",2002,62.974,614382,1075.811558
"Slovenia","Europe",1957,67.85,1533070,5862.276629
"Hong Kong, China","Asia",2007,82.208,6980412,39724.97867
"Myanmar","Asia",1977,56.059,31528087,371
"Spain","Europe",1967,71.44,32850275,7993.512294
"Nepal","Asia",1977,46.748,13933198,694.1124398
"Egypt","Africa",1972,51.137,34807417,2024.008147
"Afghanistan","Asia",1982,39.854,12881816,978.0114388
"Mongolia","Asia",1982,57.489,1756032,2000.603139
"Chad","Africa",1997,51.573,7562011,1004.961353
"Trinidad and Tobago","Americas",1957,61.8,764900,4100.3934
"Ecuador","Americas",1997,72.312,11911819,7429.455877
"Lesotho","Africa",1977,52.208,1251524,745.3695408
"Ghana","Africa",1972,49.875,9354120,1178.223708
"Egypt","Africa",1957,44.444,25009741,1458.915272
"Haiti","Americas",1952,37.579,3201488,1840.366939
"Zambia","Africa",1982,51.821,6100407,1408.678565
"Algeria","Africa",1982,61.368,20033753,5745.160213
"Switzerland","Europe",1997,79.37,7193761,32135.32301
"Zambia","Africa",1952,42.038,2672000,1147.388831
"Bangladesh","Asia",1977,46.923,80428306,659.8772322
"Canada","Americas",1977,74.21,23796400,22090.88306
"Peru","Americas",1992,66.458,22430449,4446.380924
"Madagascar","Africa",1962,40.848,5703324,1643.38711
"Yemen, Rep.","Asia",1957,33.97,5498090,804.8304547
"Israel","Asia",1982,74.45,3858421,15367.0292
"Spain","Europe",1957,66.66,29841614,4564.80241
"Afghanistan","Asia",1957,30.332,9240934,820.8530296
"Lebanon","Asia",1992,69.292,3219994,6890.806854
"Japan","Asia",1977,75.38,113872473,16610.37701
"Austria","Europe",1967,70.14,7376998,12834.6024
"Uruguay","Americas",2002,75.307,3363085,7727.002004
"France","Europe",1997,78.64,58623428,25889.78487
"Iran","Asia",1977,57.702,35480679,11888.59508
"Sri Lanka","Asia",1952,57.593,7982342,1083.53203
"Chile","Americas",1982,70.565,11487112,5095.665738
"Austria","Europe",2007,79.829,8199783,36126.4927
"Mali","Africa",1957,35.307,4241884,490.3821867
"Togo","Africa",1952,38.596,1219113,859.8086567
"Turkey","Europe",2002,70.845,67308928,6508.085718
"Swaziland","Africa",1962,44.992,370006,1856.182125
"Gabon","Africa",2007,56.735,1454867,13206.48452
"Chad","Africa",1967,43.601,3495967,1196.810565
"Greece","Europe",1987,76.67,9974490,16120.52839
"Serbia","Europe",1962,64.531,7616060,6289.629157
"Iran","Asia",1967,52.469,26538000,5906.731805
"Burundi","Africa",1977,45.91,3834415,556.1032651
"Ecuador","Americas",1972,58.796,6298651,5280.99471
"Somalia","Africa",1957,34.977,2780415,1258.147413
"Burundi","Africa",1962,42.045,2961915,355.2032273
"Haiti","Americas",1967,46.243,4318137,1452.057666
"Uruguay","Americas",1957,67.044,2424959,6150.772969
"Lebanon","Asia",2007,71.993,3921278,10461.05868
"Honduras","Americas",1972,53.884,2965146,2529.842345
"Jordan","Asia",1982,63.739,2347031,4161.415959
"Norway","Europe",2007,80.196,4627926,49357.19017
"New Zealand","Oceania",2002,79.11,3908037,23189.80135
"Paraguay","Americas",2007,71.752,6667147,4172.838464
"Netherlands","Europe",1987,76.83,14665278,23651.32361
"India","Asia",1967,47.193,5.06e+08,700.7706107
"Malawi","Africa",1967,39.487,4147252,495.5147806
"Guinea","Africa",1952,33.609,2664249,510.1964923
"Japan","Asia",1967,71.43,100825279,9847.788607
"Italy","Europe",2007,80.546,58147733,28569.7197
"Congo, Rep.","Africa",1972,54.907,1340458,3213.152683
"Spain","Europe",1972,73.06,34513161,10638.75131
"Cambodia","Asia",1962,43.415,6083619,496.9136476
"Congo, Dem. Rep.","Africa",1967,44.056,19941073,861.5932424
"Libya","Africa",2002,72.737,5368585,9534.677467
"Lesotho","Africa",1962,47.747,893143,411.8006266
"Togo","Africa",1992,58.061,3747553,1034.298904
"Algeria","Africa",1962,48.303,11000948,2550.81688
"India","Asia",1992,60.223,8.72e+08,1164.406809
"Comoros","Africa",1992,57.939,454429,1246.90737
"Montenegro","Europe",1997,75.445,692651,6465.613349
"Burundi","Africa",1992,44.736,5809236,631.6998778
"Paraguay","Americas",2002,70.755,5884491,3783.674243
"Nepal","Asia",2007,63.785,28901790,1091.359778
"Sri Lanka","Asia",1992,70.379,17587060,2153.739222
"Syria","Asia",1987,66.974,11242847,3116.774285
"Benin","Africa",1982,50.904,3641603,1277.897616
"New Zealand","Oceania",1997,77.55,3676187,21050.41377
"Guinea-Bissau","Africa",1997,44.873,1193708,796.6644681
"Madagascar","Africa",1952,36.681,4762912,1443.011715
"Myanmar","Asia",1992,59.32,40546538,347
"Germany","Europe",1957,69.1,71019069,10187.82665
"Madagascar","Africa",1992,52.214,12210395,1040.67619
"Japan","Asia",1972,73.42,107188273,14778.78636
"Mexico","Americas",1967,60.11,47995559,5754.733883
"Montenegro","Europe",2002,73.981,720230,6557.194282
"Oman","Asia",1967,46.988,714775,4720.942687
"Syria","Asia",1957,48.284,4149908,2117.234893
"Bosnia and Herzegovina","Europe",1992,72.178,4256013,2546.781445
"Venezuela","Americas",1962,60.77,8143375,8422.974165
"Lebanon","Asia",1997,70.265,3430388,8754.96385
"Nicaragua","Americas",1957,45.432,1358828,3457.415947
"Mongolia","Asia",1977,55.491,1528000,1647.511665
"Swaziland","Africa",1957,43.424,326741,1244.708364
"Cameroon","Africa",1952,38.523,5009067,1172.667655
"Malaysia","Asia",1967,59.371,10154878,2277.742396
"Afghanistan","Asia",1952,28.801,8425333,779.4453145
"Czech Republic","Europe",1952,66.87,9125183,6876.14025
"Puerto Rico","Americas",2002,77.778,3859606,18855.60618
"El Salvador","Americas",1982,56.604,4474873,4098.344175
"Cuba","Americas",1952,59.421,6007797,5586.53878
"Senegal","Africa",1967,43.563,3965841,1612.404632
"Romania","Europe",1972,69.21,20662648,8011.414402
"Peru","Americas",1987,64.134,20195924,6360.943444
"Sudan","Africa",1987,51.744,24725960,1507.819159
"Ethiopia","Africa",1952,34.078,20860941,362.1462796
"South Africa","Africa",1962,49.951,18356657,5768.729717
"Sri Lanka","Asia",1967,64.266,11737396,1135.514326
"Tunisia","Africa",1952,44.6,3647735,1468.475631
"New Zealand","Oceania",2007,80.204,4115771,25185.00911
"Zimbabwe","Africa",1982,60.363,7636524,788.8550411
"Thailand","Asia",1967,58.285,34024249,1295.46066
"Cameroon","Africa",1962,42.643,5793633,1399.607441
"Burkina Faso","Africa",1982,48.122,6634596,807.1985855
"Uruguay","Americas",1992,72.752,3149262,8137.004775
"Germany","Europe",2007,79.406,82400996,32170.37442
"Poland","Europe",1972,70.85,33039545,8006.506993
"Sri Lanka","Asia",1962,62.192,10421936,1074.47196
"Indonesia","Asia",1957,39.918,90124000,858.9002707
"Finland","Europe",1982,74.55,4826933,18533.15761
"Thailand","Asia",1957,53.63,25041917,793.5774148
"Czech Republic","Europe",1982,70.96,10303704,15377.22855
"Hungary","Europe",1992,69.17,10348684,10535.62855
"Hong Kong, China","Asia",1987,76.2,5584510,20038.47269
"Niger","Africa",1992,47.391,8392818,581.182725
"Reunion","Africa",1967,60.542,414024,4021.175739
"Netherlands","Europe",2007,79.762,16570613,36797.93332
"Peru","Americas",2002,69.906,26769436,5909.020073
"Congo, Dem. Rep.","Africa",1952,39.143,14100005,780.5423257
"Algeria","Africa",1977,58.014,17152804,4910.416756
"Finland","Europe",1962,68.75,4491443,9371.842561
"Egypt","Africa",1982,56.006,45681811,3503.729636
"Panama","Americas",1972,66.216,1616384,5364.249663
"Nigeria","Africa",1967,41.04,47287752,1014.514104
"Niger","Africa",2002,54.496,11140655,601.0745012
"Indonesia","Asia",2002,68.588,211060000,2873.91287
"Argentina","Americas",1977,68.481,26983828,10079.02674
"Morocco","Africa",1972,52.862,16660670,1930.194975
"Hungary","Europe",1972,69.76,10394091,10168.65611
"Finland","Europe",1997,77.13,5134406,23723.9502
"Spain","Europe",1952,64.94,28549870,3834.034742
"Algeria","Africa",1952,43.077,9279525,2449.008185
"Jamaica","Americas",2002,72.047,2664659,6994.774861
"Nicaragua","Americas",1967,51.884,1865490,4643.393534
"Central African Republic","Africa",1977,46.775,2167533,1109.374338
"Mali","Africa",1977,41.714,6491649,686.3952693
"Mauritania","Africa",1962,44.248,1146757,1055.896036
"Tunisia","Africa",1982,64.048,6734098,3560.233174
"Yemen, Rep.","Asia",1972,39.848,7407075,1265.047031
"Turkey","Europe",1992,66.146,58179144,5678.348271
"New Zealand","Oceania",1977,72.22,3164900,16233.7177
"Congo, Rep.","Africa",1992,56.433,2409073,4016.239529
"France","Europe",1962,70.51,47124000,10560.48553
"Haiti","Americas",1962,43.59,3880130,1796.589032
"Portugal","Europe",1957,61.51,8817650,3774.571743
"Guinea","Africa",1967,37.197,3451418,708.7595409
"Chad","Africa",1962,41.716,3150417,1389.817618
"Malawi","Africa",1962,38.41,3628608,427.9010856
"Cameroon","Africa",2002,49.856,15929988,1934.011449
"Trinidad and Tobago","Americas",1982,68.832,1116479,9119.528607
"Costa Rica","Americas",1992,75.713,3173216,6160.416317
"Equatorial Guinea","Africa",1957,35.983,232922,426.0964081
"Slovenia","Europe",1992,73.64,1999210,14214.71681
"United States","Americas",1957,69.49,171984000,14847.12712
"Liberia","Africa",1982,44.852,1956875,572.1995694
"Argentina","Americas",1987,70.774,31620918,9139.671389
"France","Europe",1977,73.83,53165019,18292.63514
"Guatemala","Americas",1982,58.137,6395630,4820.49479
"Belgium","Europe",1972,71.44,9709100,16672.14356
"Egypt","Africa",1952,41.893,22223309,1418.822445
"Sweden","Europe",1972,74.72,8122293,17832.02464
"Slovak Republic","Europe",1987,71.08,5199318,12037.26758
"El Salvador","Americas",2002,70.734,6353681,5351.568666
"Nicaragua","Americas",2002,70.836,5146848,2474.548819
"Italy","Europe",1997,78.82,57479469,24675.02446
"Taiwan","Asia",1962,65.2,11918938,1822.879028
"Burkina Faso","Africa",2002,50.65,12251209,1037.645221
"United States","Americas",2002,77.31,287675526,39097.09955
"Togo","Africa",1997,58.39,4320890,982.2869243
"West Bank and Gaza","Asia",1992,69.718,2104779,6017.654756
"Ghana","Africa",1957,44.779,6391288,1043.561537
"Cuba","Americas",2002,77.158,11226999,6340.646683
"Korea, Rep.","Asia",1967,57.716,30131000,2029.228142
"Slovenia","Europe",1962,69.15,1582962,7402.303395
"Bahrain","Asia",1987,70.75,454612,18524.02406
"Mauritania","Africa",1952,40.543,1022556,743.1159097
"Turkey","Europe",1997,68.835,63047647,6601.429915
"Sao Tome and Principe","Africa",1977,58.55,86796,1737.561657
"Mauritius","Africa",2002,71.954,1200206,9021.815894
"Serbia","Europe",1977,70.3,8686367,12980.66956
"Korea, Dem. Rep.","Asia",1967,59.942,12617009,2143.540609
"Angola","Africa",1982,39.942,7016384,2756.953672
"Comoros","Africa",1967,46.472,217378,1876.029643
"Poland","Europe",1992,70.99,38370697,7738.881247
"Korea, Rep.","Asia",1982,67.123,39326000,5622.942464
"Jordan","Asia",1952,43.158,607914,1546.907807
"Portugal","Europe",1982,72.77,9859650,11753.84291
